,Jan 1981,Feb 1981,Mar 1981,Apr 1981,May 1981,Jun 1981,Jul 1981,Aug 1981,Sep 1981,Oct 1981,Nov 1981,Dec 1981
Hydroelectric Power,233.504,220.547,215.044,216.614,251.721,275.643,262.714,225.941,186.288,189.078,198.225,249.605
Geothermal,5.284,4.671,5.237,4.836,4.791,4.782,5.256,5.191,5.224,5.153,4.498,4.513
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,0.254,0.284,0.308,0.291,0.149,0.072,0.104,0.112,0.244,0.27,0.262,0.214
Waste,0.11,0.092,0.107,0.099,0.104,0.089,0.108,0.136,0.159,0.132,0.098,0.047
Total,0.365,0.376,0.415,0.39,0.253,0.16,0.212,0.248,0.403,0.402,0.36,0.261
Total,239.153,225.595,220.696,221.84,256.765,280.585,268.182,231.381,191.915,194.633,203.083,254.379
