,Jan 1982,Feb 1982,Mar 1982,Apr 1982,May 1982,Jun 1982,Jul 1982,Aug 1982,Sep 1982,Oct 1982,Nov 1982,Dec 1982
Hydroelectric Power,281.166,279.017,312.415,291.958,292.408,292.219,285.33,249.792,207.991,206.47,243.545,290.202
Geothermal,3.975,3.656,3.22,3.247,3.773,4.556,4.792,4.776,4.581,4.877,5.122,4.053
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,0.197,0.204,0.124,0.103,0.093,0.118,0.137,0.15,0.227,0.324,0.21,0.161
Waste,0.128,0.109,0.107,0.08,0.117,0.111,0.139,0.091,0.082,0.123,0.099,0.122
Total,0.325,0.313,0.231,0.183,0.209,0.228,0.276,0.242,0.309,0.447,0.309,0.283
Total,285.465,282.985,315.865,295.388,296.39,297.003,290.398,254.809,212.881,211.794,248.976,294.538
