,Jan 1991,Feb 1991,Mar 1991,Apr 1991,May 1991,Jun 1991,Jul 1991,Aug 1991,Sep 1991,Oct 1991,Nov 1991,Dec 1991
Hydroelectric Power,277.684,238.049,279.658,278.115,306.637,278.055,263.311,235.08,199.783,191.306,200.049,237.172
Geothermal,14.512,12.653,14.448,12.967,13.262,14.144,14.135,13.994,13.126,13.859,14.507,15.02
Solar,0.208,0.224,0.063,0.068,0.655,0.701,0.86,0.746,0.628,0.372,0.263,0.136
Wind,0.648,3.026,2.161,2.485,3.782,1.621,1.621,2.377,2.161,4.43,4.43,2.053
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,14.208,8.787,8.361,6.198,7.367,8.234,8.089,12.13,14.4,12.369,11.605,14.046
Waste,19.053,17.062,19.679,19.913,21.025,19.743,18.339,19.982,18.966,17.082,19.4,18.313
Total,33.261,25.849,28.04,26.112,28.391,27.977,26.428,32.113,33.366,29.451,31.005,32.359
Total,326.313,279.8,324.37,319.747,352.727,322.498,306.356,284.31,249.064,239.418,250.254,286.74
