,Jan 1979,Feb 1979,Mar 1979,Apr 1979,May 1979,Jun 1979,Jul 1979,Aug 1979,Sep 1979,Oct 1979,Nov 1979,Dec 1979
Hydroelectric Power,259.047,220.263,268.358,262.847,299.607,258.603,235.641,220.104,196.482,208.786,231.561,235.293
Geothermal,3.099,2.535,3.402,3.146,3.164,3.204,3.398,3.707,3.217,3.607,3.505,4.275
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,0.126,0.245,0.313,0.261,0.234,0.217,0.209,0.311,0.321,0.303,0.322,0.241
Waste,0.147,0.169,0.241,0.138,0.221,0.17,0.165,0.17,0.125,0.121,0.182,0.202
Total,0.273,0.414,0.554,0.399,0.455,0.387,0.373,0.481,0.446,0.425,0.504,0.444
Total,262.42,223.212,272.314,266.392,303.227,262.194,239.413,224.293,200.145,212.818,235.569,240.012
