,Jan 1986,Feb 1986,Mar 1986,Apr 1986,May 1986,Jun 1986,Jul 1986,Aug 1986,Sep 1986,Oct 1986,Nov 1986,Dec 1986
Hydroelectric Power,223.306,242.578,297.35,287.509,284.179,273.929,251.456,221.344,220.552,222.866,241.861,271.228
Geothermal,10.526,9.04,9.403,8.479,8.568,9.295,9.862,9.839,8.245,8.105,7.015,9.299
Solar,0.007,0.006,0.011,0.014,0.019,0.015,0.017,0.017,0.015,0.013,0.009,0.003
Wind,0.002,0.002,0.007,0.006,0.008,0.005,0.005,0.005,0.001,0.002,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,0.67,0.382,0.209,0.208,0.254,0.279,0.428,0.59,0.535,0.404,0.483,0.693
Waste,0.524,0.555,0.645,0.597,0.585,0.574,0.6,0.603,0.555,0.587,0.656,0.676
Total,1.194,0.938,0.854,0.805,0.839,0.853,1.028,1.193,1.09,0.991,1.138,1.369
Total,235.035,252.563,307.624,296.813,293.613,284.098,262.369,232.398,229.903,231.979,250.023,281.899
