,Jan 1977,Feb 1977,Mar 1977,Apr 1977,May 1977,Jun 1977,Jul 1977,Aug 1977,Sep 1977,Oct 1977,Nov 1977,Dec 1977
Residential Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,46.014,41.561,46.014,44.53,46.014,44.53,46.014,46.014,44.53,46.014,44.53,46.014
Total,46.014,41.561,46.014,44.53,46.014,44.53,46.014,46.014,44.53,46.014,44.53,46.014
Commercial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,0.874,0.789,0.874,0.845,0.874,0.845,0.874,0.874,0.845,0.874,0.845,0.874
Waste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuel Ethanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.874,0.789,0.874,0.845,0.874,0.845,0.874,0.874,0.845,0.874,0.845,0.874
Total,0.874,0.789,0.874,0.845,0.874,0.845,0.874,0.874,0.845,0.874,0.845,0.874
