,Jan 1978,Feb 1978,Mar 1978,Apr 1978,May 1978,Jun 1978,Jul 1978,Aug 1978,Sep 1978,Oct 1978,Nov 1978,Dec 1978
Residential Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,52.815,47.703,52.815,51.111,52.815,51.111,52.815,52.815,51.111,52.815,51.111,52.815
Total,52.815,47.703,52.815,51.111,52.815,51.111,52.815,52.815,51.111,52.815,51.111,52.815
Commercial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,1.005,0.908,1.005,0.973,1.005,0.973,1.005,1.005,0.973,1.005,0.973,1.005
Waste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuel Ethanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,1.005,0.908,1.005,0.973,1.005,0.973,1.005,1.005,0.973,1.005,0.973,1.005
Total,1.005,0.908,1.005,0.973,1.005,0.973,1.005,1.005,0.973,1.005,0.973,1.005
