,Jan 1999,Feb 1999,Mar 1999,Apr 1999,May 1999,Jun 1999,Jul 1999,Aug 1999,Sep 1999,Oct 1999,Nov 1999,Dec 1999
Residential Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,0.722,0.652,0.722,0.699,0.722,0.699,0.722,0.722,0.699,0.722,0.699,0.722
Solar,3.27,3.525,4.856,5.353,5.909,5.962,6.259,6.194,5.649,5.149,4.223,4.009
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,33.123,29.918,33.123,32.055,33.123,32.055,33.123,33.123,32.055,33.123,32.055,33.123
Total,37.115,34.095,38.702,38.106,39.754,38.716,40.104,40.039,38.403,38.994,36.977,37.854
Commercial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,0.108,0.105,0.118,0.1,0.106,0.112,0.109,0.094,0.077,0.073,0.078,0.092
Geothermal,0.569,0.514,0.569,0.551,0.569,0.551,0.569,0.569,0.551,0.569,0.551,0.569
Solar,0.029,0.031,0.042,0.047,0.052,0.052,0.055,0.054,0.049,0.045,0.037,0.035
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,5.675,5.105,5.63,5.477,5.684,5.47,5.67,5.665,5.476,5.641,5.483,5.646
Waste,4.071,4.316,4.403,4.814,5.096,4.897,4.604,4.324,4.427,4.398,4.352,4.215
Fuel Ethanol,0.018,0.015,0.017,0.015,0.015,0.017,0.014,0.017,0.017,0.021,0.021,0.024
Total,9.765,9.436,10.05,10.306,10.795,10.383,10.289,10.006,9.919,10.06,9.856,9.884
Total,10.471,10.086,10.779,11.004,11.522,11.098,11.022,10.723,10.596,10.747,10.522,10.58
