,Jan 1997,Feb 1997,Mar 1997,Apr 1997,May 1997,Jun 1997,Jul 1997,Aug 1997,Sep 1997,Oct 1997,Nov 1997,Dec 1997
Residential Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,0.637,0.575,0.637,0.616,0.637,0.616,0.637,0.637,0.616,0.637,0.616,0.637
Solar,3.383,3.647,5.025,5.539,6.114,6.169,6.477,6.409,5.846,5.328,4.37,4.148
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,36.521,32.986,36.521,35.342,36.521,35.342,36.521,36.521,35.342,36.521,35.342,36.521
Total,40.541,37.209,42.183,41.497,43.272,42.128,43.634,43.567,41.805,42.485,40.329,41.306
Commercial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,0.114,0.109,0.121,0.11,0.118,0.119,0.109,0.093,0.081,0.085,0.082,0.089
Geothermal,0.484,0.437,0.484,0.468,0.484,0.468,0.484,0.484,0.468,0.484,0.468,0.484
Solar,0.022,0.023,0.032,0.036,0.039,0.04,0.042,0.041,0.037,0.034,0.028,0.027
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,6.258,5.613,6.219,6.025,6.232,6.001,6.225,6.237,6.029,6.286,6.044,6.217
Waste,4.156,4.5,4.498,5.116,5.299,4.777,4.974,5.027,4.293,5.101,4.826,5.039
Fuel Ethanol,0.021,0.023,0.025,0.022,0.023,0.019,0.026,0.02,0.023,0.031,0.025,0.032
Total,10.436,10.136,10.742,11.163,11.554,10.797,11.226,11.284,10.345,11.418,10.895,11.289
Total,11.055,10.705,11.378,11.777,12.195,11.424,11.861,11.901,10.932,12.021,11.473,11.888
