,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011
Residential Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,3.363,3.038,3.363,3.255,3.363,3.255,3.363,3.363,3.255,3.363,3.255,3.363
Solar,3.835,4.134,5.696,6.278,6.931,6.993,7.341,7.265,6.626,6.039,4.954,4.702
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,44.526,40.217,44.526,43.09,44.526,43.09,44.526,44.526,43.09,44.526,43.09,44.526
Total,51.725,47.389,53.586,52.623,54.82,53.338,55.231,55.155,52.971,53.929,51.299,52.592
Commercial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,0.021,0.018,0.026,0.025,0.026,0.024,0.021,0.017,0.018,0.018,0.016,0.021
Geothermal,1.673,1.511,1.673,1.619,1.673,1.619,1.673,1.673,1.619,1.673,1.619,1.673
Solar,1.086,1.186,1.633,1.82,2.013,2.049,2.129,2.117,1.912,1.743,1.412,1.34
Wind,0.03,0.037,0.041,0.047,0.044,0.04,0.026,0.025,0.03,0.055,0.063,0.056
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,5.881,5.327,5.859,5.706,5.861,5.697,5.901,5.874,5.665,5.821,5.677,5.892
Waste,3.346,3.103,3.417,3.309,3.631,3.697,3.73,3.849,3.574,3.527,3.694,3.666
Fuel Ethanol,0.229,0.223,0.242,0.229,0.25,0.256,0.238,0.264,0.231,0.246,0.238,0.253
Total,9.456,8.653,9.517,9.243,9.742,9.65,9.869,9.987,9.47,9.594,9.609,9.81
Total,12.266,11.406,12.89,12.754,13.497,13.382,13.718,13.819,13.049,13.084,12.719,12.9
