,Jan 1990,Feb 1990,Mar 1990,Apr 1990,May 1990,Jun 1990,Jul 1990,Aug 1990,Sep 1990,Oct 1990,Nov 1990,Dec 1990
Residential Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geothermal,0.467,0.422,0.467,0.452,0.467,0.452,0.467,0.467,0.452,0.467,0.452,0.467
Solar,2.965,3.196,4.403,4.853,5.357,5.406,5.675,5.616,5.122,4.668,3.829,3.635
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,49.26,44.493,49.26,47.671,49.26,47.671,49.26,49.26,47.671,49.26,47.671,49.26
Total,52.692,48.111,54.131,52.976,55.085,53.529,55.402,55.343,53.245,54.396,51.953,53.362
Commercial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,0.119,0.123,0.142,0.13,0.137,0.141,0.121,0.108,0.088,0.095,0.103,0.124
Geothermal,0.238,0.215,0.238,0.23,0.238,0.23,0.238,0.238,0.23,0.238,0.23,0.238
Solar,0.01,0.011,0.015,0.016,0.018,0.018,0.019,0.019,0.017,0.016,0.013,0.012
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,5.592,5.071,5.603,5.417,5.547,5.322,5.563,5.606,5.427,5.587,5.395,5.607
Waste,2.272,2.101,2.424,2.263,2.275,2.385,2.252,2.37,2.41,2.461,2.279,2.272
Fuel Ethanol,0.042,0.038,0.042,0.041,0.042,0.041,0.042,0.042,0.041,0.042,0.041,0.042
Total,7.906,7.211,8.069,7.721,7.863,7.748,7.858,8.018,7.877,8.09,7.715,7.922
Total,8.273,7.56,8.463,8.097,8.257,8.137,8.236,8.383,8.213,8.439,8.061,8.296
