,Jan 2001,Feb 2001,Mar 2001,Apr 2001,May 2001,Jun 2001,Jul 2001,Aug 2001,Sep 2001,Oct 2001,Nov 2001,Dec 2001
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,21.638,19.67,21.192,19.537,20.222,20.044,21.023,21.283,21.008,22.657,22.961,23.218
Total,228.434,202.849,219.649,213.628,211.506,213.95,221.842,225.897,214.229,227.319,219.773,225.088
Total Renewable Energy,444.97,404.069,455.78,425.366,435.516,454.616,436.066,447.902,396.469,409.918,401.771,449.328
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,194.798,180.547,211.591,186.128,198.142,214.179,186.812,195.436,157.641,157.418,159.262,199.905
Geothermal,14.612,12.812,14.206,13.162,12.98,13.088,14.087,13.97,13.617,13.913,13.805,14.208
Solar,3.104,3.404,4.837,5.372,6.326,6.48,6.764,6.635,5.917,4.998,4.071,3.766
Wind,4.022,4.456,5.498,7.075,6.562,6.919,6.561,5.964,5.066,6.27,4.861,6.362
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,175.982,155.969,168.14,163.973,161.457,163.772,169.421,173.357,163.666,174.181,166.005,169.916
Waste,30.814,27.21,30.317,30.118,29.828,30.134,31.398,31.258,29.555,30.481,30.807,31.954
Biofuels,23.739,20.084,21.55,18.71,19.576,16.692,23.398,18.938,20.372,25.014,22.206,22.369
Total,230.534,203.263,220.006,212.8,210.861,210.598,224.217,223.552,213.593,229.675,219.018,224.239
Total Renewable Energy,447.071,404.482,456.138,424.538,434.871,451.264,438.441,445.558,395.833,412.275,401.017,448.48
