,Jan 1986,Feb 1986,Mar 1986,Apr 1986,May 1986,Jun 1986,Jul 1986,Aug 1986,Sep 1986,Oct 1986,Nov 1986,Dec 1986
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,9.096,8.216,9.096,8.803,9.096,8.803,9.096,9.096,8.803,9.096,8.803,9.096
Total,249.178,224.922,248.837,240.788,248.822,240.837,249.011,249.176,241.074,248.974,241.122,249.352
Total Renewable Energy,486.064,479.122,558.538,539.897,545.072,527.412,513.292,482.847,472.114,482.113,492.321,532.346
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,226.352,245.152,300.28,290.609,287.656,277.26,254.396,223.81,222.779,225.018,244.175,273.692
Geothermal,10.526,9.04,9.403,8.479,8.568,9.295,9.862,9.839,8.245,8.105,7.015,9.299
Solar,0.007,0.006,0.011,0.014,0.019,0.015,0.017,0.017,0.015,0.013,0.009,0.003
Wind,0.002,0.002,0.007,0.006,0.008,0.005,0.005,0.005,0.001,0.002,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,217.84,196.536,217.379,210.372,217.424,210.444,217.598,217.76,210.699,217.574,210.647,217.863
Waste,22.242,20.171,22.362,21.613,22.302,21.591,22.317,22.32,21.572,22.304,21.673,22.393
Biofuels,9.096,8.216,9.096,8.803,9.096,8.803,9.096,9.096,8.803,9.096,8.803,9.096
Total,249.178,224.922,248.837,240.788,248.822,240.837,249.011,249.176,241.074,248.974,241.122,249.352
Total Renewable Energy,486.064,479.122,558.538,539.897,545.072,527.412,513.292,482.847,472.114,482.113,492.321,532.346
