,Jan 1994,Feb 1994,Mar 1994,Apr 1994,May 1994,Jun 1994,Jul 1994,Aug 1994,Sep 1994,Oct 1994,Nov 1994,Dec 1994
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,16.599,13.272,15.795,13.315,15.12,14.26,14.635,15.187,17.765,16.114,17.753,18.576
Total,306.708,244.594,261.461,236.035,202.48,215.744,274.451,251.577,238.967,271.599,261.436,262.482
Total Renewable Energy,546.055,474.597,530.492,515.824,494.547,497.431,538.297,484.333,433.624,476.301,482.931,512.711
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,220.026,210.85,243.412,254.767,267.13,258.029,241.004,209.396,171.008,180.671,197.506,229.658
Geothermal,15.695,14.267,14.471,14.76,14.543,13.144,13.897,15.199,14.102,14.475,14.295,14.616
Solar,3.626,3.849,5.508,6.003,6.596,6.718,6.988,6.78,6.325,5.873,4.631,4.229
Wind,0.0,1.036,5.639,4.258,3.798,3.798,1.956,1.381,3.222,3.683,5.064,1.726
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,252.903,194.065,202.598,183.168,141.247,156.533,216.33,193.374,180.928,209.489,198.716,194.468
Waste,37.205,37.257,43.069,39.552,46.113,44.95,43.487,43.016,40.274,45.995,44.967,49.439
Biofuels,17.536,13.875,16.083,13.977,14.957,13.657,14.302,15.43,14.752,17.616,17.406,18.801
Total,307.644,245.198,261.749,236.697,202.317,215.14,274.118,251.82,235.954,273.101,261.089,262.708
Total Renewable Energy,546.991,475.2,530.779,516.487,494.384,496.828,537.964,484.576,430.61,477.802,482.584,512.936
