,Jan 2005,Feb 2005,Mar 2005,Apr 2005,May 2005,Jun 2005,Jul 2005,Aug 2005,Sep 2005,Oct 2005,Nov 2005,Dec 2005
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,45.102,41.376,45.51,43.143,44.487,45.082,48.33,48.584,47.316,50.269,49.787,52.284
Total,264.707,247.271,260.043,246.929,255.79,252.466,266.332,266.097,255.348,261.121,256.532,268.55
Total Renewable Energy,537.035,489.393,524.494,514.339,567.464,559.554,561.835,514.654,464.168,475.814,484.901,527.161
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,242.697,216.046,229.338,230.561,272.758,267.803,259.542,215.635,173.619,180.046,193.507,221.389
Geothermal,15.391,13.222,14.912,14.648,15.513,15.257,15.596,15.407,15.003,15.341,14.973,15.438
Solar,2.925,3.19,4.597,5.229,5.94,6.06,6.156,6.135,5.515,4.846,3.794,3.508
Wind,11.315,9.664,15.605,16.973,17.463,17.967,14.208,11.379,14.682,14.46,16.095,18.276
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,185.551,175.761,180.584,171.578,176.617,173.219,182.702,182.796,174.501,178.567,173.209,181.612
Waste,34.054,30.134,33.949,32.208,34.686,34.165,35.3,34.718,33.531,32.286,33.536,34.653
Biofuels,46.014,41.146,44.966,42.537,45.383,47.73,49.025,51.217,47.804,51.536,51.832,54.823
Total,265.619,247.041,259.499,246.323,256.686,255.114,267.028,268.73,255.836,262.388,258.577,271.089
Total Renewable Energy,537.947,489.163,523.95,513.734,568.36,562.202,562.531,517.287,464.655,477.082,486.946,529.7
