,Jan 1987,Feb 1987,Mar 1987,Apr 1987,May 1987,Jun 1987,Jul 1987,Aug 1987,Sep 1987,Oct 1987,Nov 1987,Dec 1987
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,10.423,9.415,10.423,10.087,10.423,10.087,10.423,10.423,10.087,10.423,10.087,10.423
Total,244.137,220.511,244.157,236.139,244.007,236.522,244.359,244.396,236.298,244.059,236.197,244.104
Total Renewable Energy,521.265,452.878,498.782,477.656,509.032,466.873,467.691,448.986,437.201,442.655,423.208,475.58
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,267.809,223.722,245.143,232.573,255.627,220.689,213.34,194.652,191.635,189.215,177.943,222.161
Geothermal,9.317,8.64,9.473,8.929,9.382,9.635,9.961,9.923,9.257,9.375,9.064,9.312
Solar,0.001,0.006,0.009,0.013,0.013,0.017,0.019,0.012,0.008,0.006,0.003,0.002
Wind,0.001,0.0,0.0,0.002,0.003,0.01,0.013,0.002,0.002,0.001,0.001,0.002
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,209.176,188.924,209.117,202.254,208.99,202.596,209.335,209.365,202.52,209.112,202.462,209.308
Waste,24.537,22.172,24.616,23.798,24.593,23.839,24.601,24.608,23.691,24.523,23.648,24.373
Biofuels,10.423,9.415,10.423,10.087,10.423,10.087,10.423,10.423,10.087,10.423,10.087,10.423
Total,244.137,220.511,244.157,236.139,244.007,236.522,244.359,244.396,236.298,244.059,236.197,244.104
Total Renewable Energy,521.265,452.878,498.782,477.656,509.032,466.873,467.691,448.986,437.201,442.655,423.208,475.58
