,Jan 2002,Feb 2002,Mar 2002,Apr 2002,May 2002,Jun 2002,Jul 2002,Aug 2002,Sep 2002,Oct 2002,Nov 2002,Dec 2002
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,25.334,20.747,24.003,22.916,24.238,22.416,24.015,25.418,26.251,29.849,30.001,32.931
Total,228.396,198.932,217.568,212.852,225.155,215.107,235.713,224.4,230.855,243.767,230.328,242.334
Total Renewable Energy,476.543,428.357,459.464,488.511,527.649,533.572,525.246,469.661,431.895,445.453,455.854,488.697
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,221.72,205.41,213.723,246.661,271.24,287.009,259.113,214.487,173.824,174.684,200.714,220.434
Geothermal,15.114,13.339,14.682,13.292,14.386,13.659,14.857,14.5,14.109,14.581,14.051,14.594
Solar,3.059,3.413,4.824,5.285,5.906,6.339,6.505,6.338,5.621,4.95,4.089,3.653
Wind,8.254,7.263,8.668,10.421,10.963,11.458,9.059,9.936,7.486,7.471,6.673,7.683
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,169.367,148.458,159.644,158.336,168.013,159.326,176.434,163.556,171.211,180.316,166.492,174.133
Waste,33.695,29.727,33.921,31.601,32.904,33.365,35.264,35.426,33.394,33.603,33.835,35.27
Biofuels,23.789,21.185,21.037,22.43,23.838,21.848,24.563,24.98,25.367,29.756,32.207,32.335
Total,226.851,199.37,214.601,212.366,224.755,214.539,236.261,223.963,229.971,243.674,232.533,241.737
Total Renewable Energy,474.999,428.795,456.497,488.025,527.249,533.004,525.794,469.223,431.011,445.36,458.059,488.101
