,Jan 1999,Feb 1999,Mar 1999,Apr 1999,May 1999,Jun 1999,Jul 1999,Aug 1999,Sep 1999,Oct 1999,Nov 1999,Dec 1999
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,19.158,15.417,17.696,19.152,17.388,14.336,14.275,17.11,17.877,19.309,18.101,20.99
Total,272.26,220.539,212.177,249.92,289.264,236.09,264.292,258.854,244.14,228.256,254.125,235.215
Total Renewable Energy,596.138,533.206,564.564,551.655,610.254,571.951,593.682,547.076,482.163,456.717,492.906,515.277
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,301.877,293.419,328.047,279.566,296.517,312.577,303.567,263.077,213.64,203.526,216.417,255.344
Geothermal,15.171,12.383,14.471,12.382,15.035,13.986,14.153,14.417,14.426,14.953,14.216,15.328
Solar,3.383,3.706,5.3,5.97,6.619,6.701,7.006,6.819,6.098,5.701,4.525,4.235
Wind,3.446,3.159,4.568,3.818,2.818,2.596,4.664,3.909,3.859,4.281,3.622,5.155
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,210.996,162.352,149.912,183.534,222.166,173.903,203.953,197.764,181.899,164.413,192.219,171.056
Waste,42.105,42.77,44.57,47.234,49.711,47.851,46.064,43.98,44.364,44.534,43.805,43.17
Biofuels,18.586,15.313,16.867,16.77,16.077,15.636,14.23,16.624,16.972,19.844,19.651,22.398
Total,271.688,220.435,211.349,247.537,287.953,237.39,264.247,258.368,243.235,228.79,255.675,236.623
Total Renewable Energy,595.566,533.102,563.735,549.273,608.943,573.252,593.637,546.59,481.258,457.251,494.456,516.685
