,Jan 1980,Feb 1980,Mar 1980,Apr 1980,May 1980,Jun 1980,Jul 1980,Aug 1980,Sep 1980,Oct 1980,Nov 1980,Dec 1980
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,209.829,196.31,209.727,202.894,209.548,202.723,209.554,209.675,202.905,209.717,202.945,209.671
Total Renewable Energy,478.943,424.298,469.134,477.356,517.456,497.768,471.331,429.358,401.712,402.564,409.876,448.546
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,265.618,224.631,255.676,270.552,303.305,290.604,257.106,214.693,194.301,187.73,201.929,233.998
Geothermal,3.495,3.357,3.731,3.909,4.603,4.441,4.67,4.991,4.506,5.117,5.002,4.877
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,209.613,196.117,209.598,202.768,209.394,202.609,209.449,209.544,202.79,209.602,202.831,209.546
Waste,0.216,0.193,0.129,0.127,0.154,0.114,0.106,0.131,0.115,0.115,0.114,0.125
Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,209.829,196.31,209.727,202.894,209.548,202.723,209.554,209.675,202.905,209.717,202.945,209.671
Total Renewable Energy,478.943,424.298,469.134,477.356,517.456,497.768,471.331,429.358,401.712,402.564,409.876,448.546
