,Jan 1985,Feb 1985,Mar 1985,Apr 1985,May 1985,Jun 1985,Jul 1985,Aug 1985,Sep 1985,Oct 1985,Nov 1985,Dec 1985
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,7.911,7.146,7.911,7.656,7.911,7.656,7.911,7.911,7.656,7.911,7.656,7.911
Total,256.315,231.512,256.336,247.599,255.881,247.643,256.159,256.301,247.997,256.175,248.07,256.246
Total Renewable Energy,555.205,511.838,525.002,512.937,542.968,507.33,489.577,475.912,454.274,475.406,499.606,533.96
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,290.793,273.175,260.344,258.039,279.498,252.373,225.387,211.206,198.288,211.589,242.115,267.386
Geothermal,8.086,7.141,8.314,7.281,7.571,7.294,8.019,8.381,7.966,7.626,9.416,10.325
Solar,0.005,-0.001,0.001,0.013,0.015,0.016,0.011,0.021,0.014,0.01,0.003,0.002
Wind,0.007,0.011,0.007,0.006,0.004,0.004,0.001,0.004,0.009,0.005,0.002,0.001
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,228.394,206.294,228.374,220.463,227.858,220.471,228.091,228.276,221.006,228.287,220.962,228.29
Waste,20.009,18.072,20.05,19.48,20.111,19.517,20.156,20.113,19.334,19.977,19.452,20.044
Biofuels,7.911,7.146,7.911,7.656,7.911,7.656,7.911,7.911,7.656,7.911,7.656,7.911
Total,256.315,231.512,256.336,247.599,255.881,247.643,256.159,256.301,247.997,256.175,248.07,256.246
Total Renewable Energy,555.205,511.838,525.002,512.937,542.968,507.33,489.577,475.912,454.274,475.406,499.606,533.96
