,Jan 1996,Feb 1996,Mar 1996,Apr 1996,May 1996,Jun 1996,Jul 1996,Aug 1996,Sep 1996,Oct 1996,Nov 1996,Dec 1996
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,16.092,12.825,14.13,12.051,9.009,6.717,7.528,9.052,9.753,14.983,14.166,14.977
Total,272.584,226.038,259.039,205.729,231.211,254.182,281.656,294.581,259.345,310.461,295.562,264.912
Total Renewable Energy,606.652,571.304,627.925,556.068,594.906,607.617,610.096,594.878,513.259,568.744,561.307,598.134
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,317.658,328.772,350.334,329.254,343.915,330.103,298.56,271.592,228.911,233.632,243.572,313.353
Geothermal,11.3,11.418,10.872,12.137,8.603,12.207,17.0,17.542,15.298,16.305,16.486,14.191
Solar,3.588,3.92,5.741,6.421,7.126,7.241,7.346,6.871,6.07,5.73,4.666,4.412
Wind,1.523,1.156,1.939,2.527,4.05,3.885,5.533,4.291,3.634,2.616,1.021,1.265
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,215.337,169.485,196.558,149.671,176.787,197.279,221.032,241.559,201.147,241.017,230.3,196.854
Waste,41.154,43.729,48.352,44.007,45.415,50.186,53.096,43.97,48.445,54.461,51.096,53.08
Biofuels,17.095,14.424,14.816,12.103,9.88,7.258,7.434,9.132,9.056,13.457,14.073,14.061
Total,273.586,227.637,259.726,205.781,232.082,254.723,281.563,294.661,258.648,308.935,295.468,263.996
Total Renewable Energy,607.654,572.903,628.612,556.12,595.776,608.158,610.002,594.957,512.561,567.218,561.213,597.218
