,Jan 1993,Feb 1993,Mar 1993,Apr 1993,May 1993,Jun 1993,Jul 1993,Aug 1993,Sep 1993,Oct 1993,Nov 1993,Dec 1993
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,14.701,12.587,14.83,14.208,14.454,13.992,13.875,12.088,13.21,14.46,14.96,15.97
Total,274.257,240.964,263.204,226.859,196.012,197.445,212.707,262.322,250.551,257.383,262.183,264.559
Total Renewable Energy,564.643,477.337,543.313,527.476,537.102,506.688,491.684,502.29,461.7,468.76,482.149,518.766
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,268.521,216.725,253.399,274.886,316.469,287.581,254.885,216.292,188.068,187.59,195.571,231.625
Geothermal,15.945,15.426,16.137,15.99,14.37,14.436,15.78,16.007,15.439,15.349,15.174,15.621
Solar,3.37,3.712,5.218,5.916,6.426,6.333,6.909,6.904,6.238,5.504,4.504,4.156
Wind,2.55,0.51,5.356,3.826,3.826,0.893,1.403,0.765,1.403,2.933,4.718,2.805
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,212.917,190.799,202.466,176.447,141.057,142.881,159.077,215.249,197.49,203.03,209.594,208.767
Waste,46.639,37.578,45.908,36.205,40.502,40.571,39.755,34.984,39.852,39.893,37.629,39.822
Biofuels,13.931,12.979,15.052,13.434,13.452,13.51,13.684,11.273,13.744,14.617,16.607,16.778
Total,273.487,241.356,263.426,226.086,195.01,196.963,212.516,261.507,251.085,257.54,263.83,265.367
Total Renewable Energy,563.873,477.729,543.535,526.703,536.1,506.206,491.493,501.475,462.234,468.916,483.797,519.574
