,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,197.165,177.107,197.318,183.259,197.127,191.659,196.122,203.402,192.055,200.758,203.282,205.044
Total,445.139,397.887,441.919,412.455,431.559,426.871,439.446,449.765,420.823,437.75,442.5,457.558
Total Renewable Energy,926.412,867.332,1022.631,996.949,1035.02,990.744,931.89,873.973,851.806,924.195,920.939,958.763
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,246.796,217.825,269.679,270.77,298.355,278.434,244.064,201.312,175.664,168.449,189.462,206.158
Geothermal,18.131,16.285,18.149,17.535,17.218,16.403,17.88,17.785,17.168,16.716,17.097,19.866
Solar,33.557,40.038,62.625,69.427,81.055,86.535,83.455,79.621,73.652,68.139,50.016,48.769
Wind,182.789,195.296,230.26,226.762,206.832,182.501,147.044,125.491,164.5,233.141,221.863,226.411
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,196.382,175.752,194.215,182.669,187.574,188.47,196.932,198.943,183.282,190.34,190.635,200.294
Waste,45.03,39.599,43.433,40.686,41.48,40.063,40.845,40.915,38.102,40.374,41.537,43.195
Biofuels,181.073,167.651,191.262,185.005,201.569,199.185,196.477,205.256,190.088,196.438,194.257,195.258
Total,422.485,383.002,428.91,408.361,430.624,427.719,434.254,445.114,411.472,427.152,426.43,438.747
Total Renewable Energy,903.758,852.446,1009.623,992.854,1034.084,991.592,926.697,869.322,842.455,913.597,904.868,939.952
