,Jan 1977,Feb 1977,Mar 1977,Apr 1977,May 1977,Jun 1977,Jul 1977,Aug 1977,Sep 1977,Oct 1977,Nov 1977,Dec 1977
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,156.22,141.176,156.217,151.161,156.186,151.153,155.92,156.081,151.11,156.172,151.0,155.935
Total Renewable Energy,378.521,304.328,368.966,351.301,356.923,336.485,336.903,335.881,328.075,341.368,370.168,400.048
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,219.069,160.329,209.549,197.287,197.656,182.303,177.779,176.863,173.821,181.908,215.864,240.826
Geothermal,3.232,2.823,3.2,2.854,3.081,3.029,3.204,2.937,3.144,3.288,3.303,3.288
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,156.074,141.046,156.072,151.013,156.032,150.997,155.742,155.909,150.938,155.998,150.888,155.816
Waste,0.146,0.13,0.146,0.148,0.155,0.156,0.178,0.172,0.172,0.174,0.112,0.119
Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,156.22,141.176,156.217,151.161,156.186,151.153,155.92,156.081,151.11,156.172,151.0,155.935
Total Renewable Energy,378.521,304.328,368.966,351.301,356.923,336.485,336.903,335.881,328.075,341.368,370.168,400.048
