,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,198.445,182.46,200.324,190.019,200.546,199.941,209.607,211.884,193.49,204.425,197.967,200.094
Total,450.645,417.127,448.086,428.808,446.983,444.542,458.954,463.759,428.11,451.074,440.128,453.998
Total Renewable Energy,1002.149,949.482,1032.644,1034.365,1062.977,1051.373,946.251,958.223,873.935,912.293,927.776,970.499
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,235.815,235.239,239.091,253.266,280.393,257.546,221.246,197.159,171.956,173.029,204.308,218.603
Geothermal,18.36,17.085,18.421,16.698,18.607,17.833,18.621,18.556,18.007,17.801,18.093,19.538
Solar,49.852,58.036,75.685,88.844,99.541,106.872,99.898,98.816,90.243,75.563,58.352,49.65
Wind,247.478,221.994,251.36,246.749,217.452,224.581,147.533,179.934,165.619,194.826,206.896,228.71
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,202.798,186.13,197.999,190.177,197.685,195.963,202.737,203.28,189.639,196.159,192.209,202.131
Waste,43.821,40.712,43.943,41.318,40.824,39.84,39.874,40.347,36.453,41.093,41.223,42.596
Biofuels,190.537,164.653,191.444,179.4,198.771,193.208,199.698,204.644,182.367,195.526,187.3,191.315
Total,437.156,391.496,433.386,410.895,437.28,429.012,442.309,448.272,408.459,432.778,420.732,436.042
Total Renewable Energy,988.661,923.851,1017.944,1016.452,1053.274,1035.843,929.606,942.736,854.284,893.997,908.38,952.543
