,Jan 1979,Feb 1979,Mar 1979,Apr 1979,May 1979,Jun 1979,Jul 1979,Aug 1979,Sep 1979,Oct 1979,Nov 1979,Dec 1979
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,182.6,165.096,182.881,176.844,182.782,176.833,182.7,182.808,176.891,182.752,176.949,182.77
Total Renewable Energy,447.796,390.487,457.799,445.932,489.08,441.683,424.513,409.21,378.903,397.602,414.74,425.109
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,262.096,222.855,271.516,265.941,303.134,261.646,238.414,222.695,198.794,211.243,234.286,238.063
Geothermal,3.099,2.535,3.402,3.146,3.164,3.204,3.398,3.707,3.217,3.607,3.505,4.275
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,182.453,164.927,182.64,176.707,182.561,176.662,182.536,182.638,176.766,182.63,176.767,182.568
Waste,0.147,0.169,0.241,0.138,0.221,0.17,0.165,0.17,0.125,0.121,0.182,0.202
Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,182.6,165.096,182.881,176.844,182.782,176.833,182.7,182.808,176.891,182.752,176.949,182.77
Total Renewable Energy,447.796,390.487,457.799,445.932,489.08,441.683,424.513,409.21,378.903,397.602,414.74,425.109
