,Jan 2006,Feb 2006,Mar 2006,Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,54.188,51.185,56.829,52.99,56.266,59.32,60.456,63.872,62.519,64.739,64.175,69.095
Total,276.647,247.274,265.069,250.384,261.125,261.96,274.809,277.063,267.952,275.12,270.475,283.636
Total Renewable Energy,590.884,529.231,553.158,577.819,611.342,598.581,568.553,531.447,478.075,489.353,515.797,542.004
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,272.144,245.611,244.251,283.244,305.688,295.163,252.333,215.524,170.621,169.17,201.075,214.21
Geothermal,15.313,13.834,15.628,14.216,13.984,14.911,15.628,15.902,15.112,15.766,14.993,15.913
Solar,3.147,3.448,4.815,5.458,6.156,6.195,6.39,6.541,5.751,5.073,4.054,3.728
Wind,23.633,19.064,23.395,24.517,24.388,20.351,19.392,16.418,18.639,24.223,25.199,24.517
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,187.674,164.912,175.5,166.537,171.132,170.346,180.235,179.396,173.115,177.454,172.741,180.279
Waste,34.785,31.177,32.74,30.858,33.727,32.295,34.118,33.794,32.318,32.927,33.56,34.262
Biofuels,52.761,48.955,55.374,54.87,62.992,69.0,65.85,69.551,68.463,72.077,70.949,75.418
Total,275.22,245.044,263.614,252.265,267.851,271.64,280.203,282.741,273.896,282.458,277.249,289.959
Total Renewable Energy,589.458,527.0,551.703,579.7,618.068,608.261,573.946,537.126,484.019,496.691,522.571,548.326
