,Jan 1989,Feb 1989,Mar 1989,Apr 1989,May 1989,Jun 1989,Jul 1989,Aug 1989,Sep 1989,Oct 1989,Nov 1989,Dec 1989
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,10.649,9.618,10.649,10.305,10.649,10.305,10.649,10.649,10.305,10.649,10.305,10.649
Total,266.572,243.927,268.315,251.946,241.235,248.447,261.318,276.985,264.811,276.462,276.819,282.52
Total Renewable Energy,509.147,461.435,532.715,530.097,562.701,546.136,525.098,513.154,487.949,511.06,521.324,533.841
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,224.04,199.31,242.358,257.728,300.24,277.046,242.678,216.086,202.515,214.892,226.777,233.595
Geothermal,14.134,12.761,15.001,13.095,13.857,13.664,13.872,13.414,12.52,13.157,12.562,13.504
Solar,2.882,3.105,4.371,4.845,5.239,5.348,5.748,5.595,5.181,4.717,3.885,3.551
Wind,1.521,2.331,2.671,2.484,2.131,1.631,1.482,1.075,2.923,1.832,1.281,0.671
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,231.17,211.272,236.6,218.29,200.711,208.439,217.404,234.088,220.479,230.492,231.613,239.066
Waste,24.753,23.037,21.067,23.351,29.876,29.704,33.265,32.249,34.027,35.321,34.901,32.806
Biofuels,10.649,9.618,10.649,10.305,10.649,10.305,10.649,10.649,10.305,10.649,10.305,10.649
Total,266.572,243.927,268.315,251.946,241.235,248.447,261.318,276.985,264.811,276.462,276.819,282.52
Total Renewable Energy,509.147,461.435,532.715,530.097,562.701,546.136,525.098,513.154,487.949,511.06,521.324,533.841
