,Jan 1974,Feb 1974,Mar 1974,Apr 1974,May 1974,Jun 1974,Jul 1974,Aug 1974,Sep 1974,Oct 1974,Nov 1974,Dec 1974
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,130.807,118.091,130.727,126.583,130.789,126.611,130.756,130.763,126.637,130.718,126.506,130.674
Total Renewable Energy,437.467,399.942,423.474,422.323,427.657,409.281,409.719,386.101,353.91,343.703,351.633,376.642
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,304.506,279.95,290.582,293.702,294.828,280.695,276.772,253.175,225.274,210.955,222.713,243.428
Geothermal,2.154,1.901,2.165,2.039,2.04,1.975,2.191,2.163,1.999,2.03,2.414,2.54
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,130.655,117.949,130.579,126.441,130.659,126.432,130.548,130.574,126.454,130.562,126.352,130.555
Waste,0.152,0.142,0.148,0.142,0.129,0.179,0.208,0.189,0.183,0.156,0.155,0.119
Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,130.807,118.091,130.727,126.583,130.789,126.611,130.756,130.763,126.637,130.718,126.506,130.674
Total Renewable Energy,437.467,399.942,423.474,422.323,427.657,409.281,409.719,386.101,353.91,343.703,351.633,376.642
