,Jan 2000,Feb 2000,Mar 2000,Apr 2000,May 2000,Jun 2000,Jul 2000,Aug 2000,Sep 2000,Oct 2000,Nov 2000,Dec 2000
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,19.339,18.258,19.502,19.985,19.973,17.673,19.912,17.661,18.729,20.697,19.9,21.518
Total,222.067,246.169,263.209,254.609,254.678,227.712,255.348,254.942,240.331,270.472,261.335,254.788
Total Renewable Energy,505.15,499.959,558.005,568.524,558.724,509.114,526.262,503.686,443.376,468.215,482.866,477.785
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,258.518,229.354,272.397,290.623,279.719,256.913,246.155,224.228,181.584,175.315,195.459,200.852
Geothermal,14.724,13.606,13.848,14.367,13.885,13.563,13.983,14.003,11.971,12.837,13.383,14.194
Solar,3.259,3.628,4.981,5.558,6.279,6.366,6.901,6.674,6.099,5.395,4.293,4.038
Wind,6.583,7.201,3.571,3.367,4.163,4.56,3.876,3.84,3.391,4.197,8.396,3.914
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,160.708,185.259,195.714,187.07,184.011,167.726,191.305,194.632,180.764,206.142,200.803,207.582
Waste,42.021,42.652,47.994,47.555,50.694,42.314,44.131,42.649,40.838,43.633,40.632,25.688
Biofuels,19.713,17.294,19.973,18.611,20.077,16.306,19.246,19.402,18.906,21.918,21.464,22.801
Total,222.442,245.205,263.681,253.235,254.782,226.346,254.682,256.683,240.508,271.693,262.899,256.071
Total Renewable Energy,505.525,498.995,558.477,567.151,558.828,507.747,525.596,505.427,443.553,469.436,484.43,479.069
