,Jan 1997,Feb 1997,Mar 1997,Apr 1997,May 1997,Jun 1997,Jul 1997,Aug 1997,Sep 1997,Oct 1997,Nov 1997,Dec 1997
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,14.553,13.867,15.957,14.195,18.01,13.393,16.795,12.415,15.398,17.797,14.924,19.012
Total,275.641,226.521,251.136,252.01,268.515,231.69,259.985,264.422,250.744,305.656,264.591,256.998
Total Renewable Energy,629.798,563.285,628.987,603.776,642.247,607.803,611.214,566.984,513.212,581.272,526.466,541.767
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,336.616,321.859,357.387,327.586,349.12,351.899,323.304,274.788,238.97,252.613,242.156,264.16
Geothermal,12.781,9.767,13.424,14.657,14.331,11.918,15.455,15.283,14.604,14.497,14.404,15.576
Solar,3.53,4.025,5.524,6.215,6.702,7.016,7.267,7.074,6.236,5.702,4.572,4.302
Wind,1.23,1.112,1.517,3.309,3.579,5.281,5.203,5.416,2.657,2.804,0.742,0.73
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,219.532,169.842,191.206,189.865,200.871,172.743,195.848,204.296,193.213,239.624,203.767,190.185
Waste,41.556,42.813,43.974,47.949,49.635,45.553,47.342,47.711,42.133,48.235,45.9,47.802
Biofuels,13.881,14.02,15.683,14.063,15.981,12.665,16.639,12.495,14.652,18.834,15.167,19.549
Total,274.968,226.674,250.862,251.878,266.486,230.961,259.829,264.502,249.998,306.693,264.834,257.536
Total Renewable Energy,629.125,563.437,628.713,603.645,640.218,607.075,611.058,567.063,512.467,582.309,526.708,542.305
