,Jan 1981,Feb 1981,Mar 1981,Apr 1981,May 1981,Jun 1981,Jul 1981,Aug 1981,Sep 1981,Oct 1981,Nov 1981,Dec 1981
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,1.08,0.976,1.08,1.045,1.08,1.045,1.08,1.08,1.045,1.08,1.045,1.08
Total,220.544,199.248,220.595,213.467,220.433,213.237,220.392,220.428,213.48,220.581,213.437,220.44
Total Renewable Energy,462.381,427.043,443.808,438.02,480.423,496.995,491.304,454.028,407.22,416.966,418.476,477.024
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,236.553,223.123,217.976,219.717,255.2,278.976,265.656,228.409,188.516,191.231,200.541,252.071
Geothermal,5.284,4.671,5.237,4.836,4.791,4.782,5.256,5.191,5.224,5.153,4.498,4.513
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,211.988,191.528,212.042,205.195,211.883,204.976,211.838,211.846,205.148,212.004,205.166,211.948
Waste,7.476,6.744,7.472,7.226,7.469,7.216,7.473,7.501,7.287,7.497,7.226,7.412
Biofuels,1.08,0.976,1.08,1.045,1.08,1.045,1.08,1.08,1.045,1.08,1.045,1.08
Total,220.544,199.248,220.595,213.467,220.433,213.237,220.392,220.428,213.48,220.581,213.437,220.44
Total Renewable Energy,462.381,427.043,443.808,438.02,480.423,496.995,491.304,454.028,407.22,416.966,418.476,477.024
