,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,177.934,161.849,179.665,172.115,183.33,184.164,187.267,184.812,175.497,183.159,181.749,189.898
Total,423.312,382.846,415.134,401.278,418.828,416.506,431.961,428.805,407.021,415.534,416.219,434.134
Total Renewable Energy,828.681,771.253,837.363,833.831,827.082,792.384,818.218,792.071,742.598,775.164,827.127,882.748
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,224.946,207.684,226.274,209.407,187.549,190.239,195.832,178.199,149.981,154.979,180.209,215.88
Geothermal,18.085,16.614,18.384,17.077,18.348,17.349,18.036,17.919,16.429,17.722,17.647,18.225
Solar,21.042,25.055,34.916,39.565,42.524,43.217,44.948,45.255,38.966,34.283,29.638,27.212
Wind,141.296,139.054,142.655,166.504,159.833,125.073,127.442,121.893,130.201,152.646,183.414,187.297
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,202.234,182.561,192.639,187.51,193.159,190.357,199.086,199.922,189.658,187.832,189.32,197.492
Waste,43.145,38.436,42.831,41.652,42.339,41.985,45.608,44.071,41.867,44.543,45.15,46.745
Biofuels,164.578,158.442,176.429,171.352,185.978,187.294,189.183,189.815,183.279,184.095,178.533,184.268
Total,409.957,379.439,411.898,400.515,421.476,419.636,433.877,433.808,414.803,416.47,413.003,428.505
Total Renewable Energy,815.326,767.846,834.126,833.068,829.73,795.514,820.134,797.073,750.379,776.1,823.911,877.118
