,Jan 1988,Feb 1988,Mar 1988,Apr 1988,May 1988,Jun 1988,Jul 1988,Aug 1988,Sep 1988,Oct 1988,Nov 1988,Dec 1988
Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biofuels,10.508,9.83,10.508,10.169,10.508,10.169,10.508,10.508,10.169,10.508,10.169,10.508
Total,255.331,238.853,255.385,247.241,255.188,247.34,255.582,255.815,247.357,255.517,247.096,255.345
Total Renewable Energy,495.132,446.663,469.098,455.993,486.212,453.891,442.602,437.214,426.312,422.602,448.903,472.132
Consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,230.477,199.789,204.359,200.293,222.701,197.723,177.42,172.238,170.174,158.144,192.932,208.016
Geothermal,9.312,8.013,9.341,8.454,8.31,8.815,9.589,9.149,8.772,8.939,8.874,8.77
Solar,0.005,0.008,0.013,0.005,0.013,0.014,0.012,0.012,0.01,0.001,0.001,0.001
Wind,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,218.368,204.246,218.351,211.122,217.825,211.242,218.272,218.415,211.218,218.198,211.191,218.215
Waste,26.455,24.778,26.526,25.95,26.855,25.929,26.802,26.893,25.97,26.811,25.737,26.623
Biofuels,10.508,9.83,10.508,10.169,10.508,10.169,10.508,10.508,10.169,10.508,10.169,10.508
Total,255.331,238.853,255.385,247.241,255.188,247.34,255.582,255.815,247.357,255.517,247.096,255.345
Total Renewable Energy,495.132,446.663,469.098,455.993,486.212,453.891,442.602,437.214,426.312,422.602,448.903,472.132
