,Jan 1990,Feb 1990,Mar 1990,Apr 1990,May 1990,Jun 1990,Jul 1990,Aug 1990,Sep 1990,Oct 1990,Nov 1990,Dec 1990
Hydroelectric Power,250.585,259.764,298.131,273.24,288.815,296.931,254.843,227.906,185.264,201.053,216.756,260.724
Geothermal,14.17,12.956,14.25,11.242,13.274,13.809,13.913,13.726,12.908,13.531,12.967,13.802
Solar,0.156,0.187,0.265,0.289,0.485,0.395,0.485,0.509,0.326,0.351,0.17,0.201
Wind,3.134,2.405,2.551,4.373,3.644,4.227,1.239,0.729,0.947,2.114,2.405,1.239
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,11.446,11.57,12.076,11.383,8.723,5.73,9.727,12.269,11.991,11.139,10.1,12.362
Waste,15.385,14.226,16.412,15.326,15.402,16.148,15.249,16.049,16.315,16.661,15.432,15.386
Total,26.831,25.796,28.488,26.708,24.125,21.879,24.976,28.317,28.306,27.8,25.532,27.748
Total,294.876,301.109,343.684,315.851,330.342,337.241,295.457,271.187,227.751,244.849,257.83,303.714
