,Jan 2000,Feb 2000,Mar 2000,Apr 2000,May 2000,Jun 2000,Jul 2000,Aug 2000,Sep 2000,Oct 2000,Nov 2000,Dec 2000
Hydroelectric Power,254.545,225.83,268.21,286.157,275.42,252.964,242.372,220.782,178.793,172.621,192.456,197.766
Geothermal,12.979,11.974,12.103,12.679,12.14,11.874,12.238,12.258,10.283,11.092,11.695,12.449
Solar,0.093,0.216,0.279,0.376,0.558,0.594,0.841,0.677,0.629,0.41,0.204,0.156
Wind,6.583,7.201,3.571,3.367,4.163,4.56,3.876,3.84,3.391,4.197,8.396,3.914
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,8.373,11.232,11.781,11.174,10.641,9.291,11.352,11.675,10.56,12.796,12.511,12.936
Waste,25.983,26.963,30.73,30.619,32.875,26.454,27.659,26.482,25.282,27.264,25.118,13.004
Total,34.356,38.195,42.51,41.793,43.517,35.745,39.011,38.157,35.842,40.06,37.629,25.94
Total,308.555,283.415,326.674,344.372,335.799,305.738,298.338,275.714,228.938,228.379,250.379,240.224
