,Jan 1992,Feb 1992,Mar 1992,Apr 1992,May 1992,Jun 1992,Jul 1992,Aug 1992,Sep 1992,Oct 1992,Nov 1992,Dec 1992
Hydroelectric Power,233.086,193.641,234.775,210.137,239.483,241.993,211.607,196.048,181.075,178.082,209.491,256.246
Geothermal,14.635,12.892,14.679,13.287,14.07,13.909,14.109,14.214,13.213,13.944,13.902,14.044
Solar,0.09,0.115,0.146,0.303,0.485,0.475,0.643,0.625,0.476,0.389,0.293,0.094
Wind,1.551,5.333,3.393,3.297,0.97,0.776,0.776,1.454,3.297,2.521,2.909,3.587
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,15.027,10.658,9.039,8.574,5.48,10.343,11.905,14.061,12.556,14.363,14.826,13.388
Waste,23.48,22.649,21.607,19.132,23.52,22.576,23.447,23.039,22.548,20.739,16.08,23.42
Total,38.507,33.307,30.646,27.706,29.0,32.919,35.353,37.1,35.104,35.102,30.905,36.808
Total,287.869,245.288,283.64,254.729,284.008,290.071,262.487,249.441,233.164,230.038,257.501,310.779
