,Jan 1989,Feb 1989,Mar 1989,Apr 1989,May 1989,Jun 1989,Jul 1989,Aug 1989,Sep 1989,Oct 1989,Nov 1989,Dec 1989
Hydroelectric Power,221.743,197.267,239.874,255.086,297.162,274.206,240.19,213.871,200.439,212.689,224.453,231.201
Geothermal,13.344,12.048,14.211,12.33,13.067,12.9,13.082,12.624,11.756,12.367,11.797,12.714
Solar,0.073,0.077,0.199,0.247,0.162,0.226,0.371,0.274,0.328,0.294,0.257,0.107
Wind,1.521,2.331,2.671,2.484,2.131,1.631,1.482,1.075,2.923,1.832,1.281,0.671
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,8.805,8.192,9.331,7.995,5.853,7.04,7.471,9.087,8.207,8.739,9.286,9.57
Waste,7.468,7.221,4.888,6.805,11.053,11.25,13.425,12.714,14.276,14.864,14.888,13.104
Total,16.273,15.413,14.219,14.8,16.906,18.291,20.895,21.801,22.483,23.603,24.174,22.673
Total,252.952,227.136,271.173,284.947,329.428,307.254,276.021,249.645,237.928,250.785,261.962,267.366
