,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015
Hydroelectric Power,223.787,206.685,225.035,208.098,186.337,189.144,194.729,177.336,149.245,153.887,178.943,214.491
Geothermal,12.692,11.743,12.991,11.858,12.955,12.13,12.643,12.526,11.209,12.329,12.428,12.832
Solar,10.569,13.6,18.986,21.786,22.888,23.41,24.038,24.596,20.294,17.477,15.857,14.4
Wind,141.148,138.924,142.515,166.348,159.694,124.964,127.349,121.801,130.102,152.492,183.241,187.127
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,22.132,20.921,20.609,17.821,18.431,20.611,22.354,22.964,19.935,17.459,19.195,21.426
Waste,22.651,20.486,22.403,21.822,22.969,23.125,25.607,24.774,23.121,23.881,24.738,25.445
Total,44.782,41.407,43.011,39.644,41.4,43.736,47.961,47.739,43.055,41.34,43.933,46.871
Total,432.978,412.359,442.538,447.734,423.274,393.383,406.721,383.998,353.906,377.524,434.402,475.722
