,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014
Hydroelectric Power,204.561,164.418,229.56,240.693,251.163,243.841,230.76,187.428,152.025,162.274,176.162,211.136
Geothermal,12.886,11.47,12.721,12.492,12.671,12.3,12.549,12.641,12.435,12.792,12.957,13.076
Solar,6.981,7.74,12.234,13.817,16.263,17.905,16.626,17.486,17.075,15.976,12.847,9.612
Wind,170.178,133.107,168.537,177.088,148.266,150.127,115.798,96.642,109.458,137.821,179.24,139.763
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,21.381,19.968,22.136,18.1,17.285,21.855,22.764,22.576,20.837,20.279,21.604,22.468
Waste,23.962,22.166,24.083,23.141,23.791,23.511,24.823,23.863,22.389,22.125,22.023,23.013
Total,45.343,42.134,46.218,41.241,41.077,45.365,47.587,46.44,43.226,42.403,43.627,45.481
Total,439.948,358.869,469.271,485.331,469.44,469.538,423.319,360.636,334.219,371.266,424.834,419.069
