New Jersey,Rhode Island,Massachusetts,Connecticut,Maryland,New York,Delaware,Florida,Ohio,Pennsylvania,Illinois,California,Hawaii,Virginia,Michigan,Indiana,North Carolina,Georgia,Tennessee,New Hampshire,South Carolina,Louisiana,Kentucky,Wisconsin,Washington,Alabama,Missouri,Texas,West Virginia,Vermont,Minnesota,Mississippi,Iowa,Arkansas,Oklahoma,Arizona,Colorado,Maine,Oregon,Kansas,Utah,Nebraska,Nevada,Idaho,New Mexico,South Dakota,North Dakota,Montana,Wyoming,Alaska
549,59,1197,922,814,6711,31,682,3046,8368,4883,30024,2602,3657,1181,2394,3037,1988,5745,1741,1889,2423,4255,2287,27249,4103,7198,3006,4408,1710,1255,2211,2818,6093,3016,1303,7789,3916,18184,2508,3528,3142,846,18758,1363,1047,347,14547,4445,23676
