State Code,1999.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2000.0
AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.46631324419303,0.0,0.0,935.8346991940247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23676.372108108364,0.0,0.0,1912.5036353930773,0.0,0.0,0.0,0.0
CA,0.0,0.0,21.488818027370723,0.0,0.0,0.0,38064.23848537268,5024.0218355442075,1359.9852858568452,14321.423346429567,100803.41185011853,145607.18386140725,232983.01996944367,41307.9384258463,10318.144111968224,28420.09020866834,0.0,3509.8381578852945,61576.714894283046,0.0
CO,0.0,0.0,0.0,71044.32313255093,88.6500700171958,0.0,9331.081844899023,434710.3676814865,0.0,38279.45404316615,6137.701283261427,195278.73729306107,203234.58431723574,1665.044643496165,100862.46242846006,197795.24005346422,8092.80968416175,7432.805620657705,388057.3798300018,0.0
CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.08155369652454,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.116627767122,9307.422853053742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,5590.269106753561,0.0,0.0,19469.87105099972,51801.18945218858,473377.2630170914,224846.31948733292,13.456808041193366,360596.71324738645,144684.35652291664,3170.3424162753436,158275.40361386328,389971.82596977265,245216.49075671672,106712.19390414716,309866.19653531455,0.0
ID,0.0,0.0,0.0,0.0,0.0,10752.010219134298,0.0,0.0,0.0,0.0,42340.90515295466,22709.099848867983,64998.52329636231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0,7201.473457782183,0.0,212169.10695874147,36794.11112575168,217312.85068192266,103367.86053698901,267976.51309825236,267152.059700192,0.0,0.0,85386.19659515673,60547.838491524875,170800.69093045063,170423.1219441064,0.0
IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43174.30476405124,439227.14401559124,53154.70753011493,0.0,99606.92209325085,0.0,74442.06114435829,34861.43089941846,0.0,45105.61130787234,33664.980686378236,0.0
KS,0.0,0.0,0.0,0.0,0.0,62854.787958651956,23690.20410829589,0.0,103449.05340488994,25676.89526028467,5779.00168150444,85172.44825075101,705006.3677996842,134586.59552124326,0.0,284635.2643137923,242383.5993427042,247771.48582886075,189598.37063164127,0.0
MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367727008384642,0.0,7.83410564844235,18.272289399766148,703.2708303674973,121.58808073490452,29.93002513296669,0.0,0.0,141.50535072078742,8.405252926298637,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8089.937393170516,3977.8001089160553,0.0,0.0,2289.0746051502924,1525.7456734506131,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0,0.0,276.3551728147135,2928.397126062429,54.005927254774605,14123.62295799776,7360.462749211881,14127.608492073614,2337.0518683316996,0.0,101.83974144593736,24008.362914320445,44584.29422691587,745.9651745600617,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19284.57341375155,306.3058565345677,818.5953509881963,43858.5187305717,113867.59595898216,33347.46538982295,71280.19519459756,0.0,6899.99873769539,34403.26329288767,3057.0809052527807,0.0
MN,0.0,0.0,0.0,18050.868614694686,268.5869811654581,25838.281698722418,16263.277558836942,154619.2218331632,82205.43216038428,5879.245879741563,140111.76067238674,215411.25101096177,98124.95289362244,0.0,6272.063056121209,77040.66477141941,86673.94803755266,36486.50798182452,4438.021552963188,0.0
MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5770.625933399943,0.0,0.0,58735.21180907376,0.0,0.0,0.0,0.0,0.0,67732.13641213009,166943.30717751515,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0,46736.62200024669,206.72119922844013,0.0,29011.866631986442,31045.004911974847,311.60045583063027,0.0,97988.30391131838,0.0,457.33929630030235,0.0,1511.9755902977981,0.0,8384.38047911014,0.0
NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82922.10495131685,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0,2682.4480728517883,4960.232554622921,45928.574365826375,134120.34662614454,84040.36791833493,36919.290042274515,558.7454901526851,29265.47298392362,7.1894916078676605,49113.59061748436,60500.21823524266,174147.7638967392,57804.12748178184,9419.055339259774,0.0
NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8761.22706057363,10077.137118347704,20872.175789155066,18393.16655286014,11692.164673221538,99731.0216769591,12126.128023650317,304133.3737483769,10838.905545328767,192352.4006550879,0.0
NH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12429.918646600076,0.0,0.0,336.83525017315924,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0,150.4627782564824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
