,California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh),California wind generation (GWh)
,Year,Total,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,2015,12228,187,619,826,1262,1681,1668,1445,1523,815,667,617,917
1,2016,13698,721,577,1333,1337,1602,1651,1700,1450,1000,963,564,799
2,2017,13090,740,940,1194,1621,1614,1397,1618,1199,840,498,358,1074
3,2018,13650,1139,1122,1427,1505,1531,1511,1002,669,773,1003,981,987
