,Jan 1982,Feb 1982,Mar 1982,Apr 1982,May 1982,Jun 1982,Jul 1982,Aug 1982,Sep 1982,Oct 1982,Nov 1982,Dec 1982
Industrial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,3.049,2.576,2.932,3.103,3.479,3.333,2.943,2.468,2.228,2.153,2.316,2.466
Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,128.756,116.296,128.756,124.603,128.756,124.603,128.756,128.756,124.603,128.756,124.603,128.756
Waste,9.996,9.029,9.996,9.673,9.996,9.673,9.996,9.996,9.673,9.996,9.673,9.996
Fuel Ethanol,0.017,0.016,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
Losses and Coproducts,1.341,1.211,1.341,1.297,1.341,1.297,1.341,1.341,1.297,1.341,1.297,1.341
Total,140.11,126.551,140.11,135.59,140.11,135.59,140.11,140.11,135.59,140.11,135.59,140.11
Total,143.159,129.127,143.042,138.693,143.589,138.923,143.053,142.578,137.819,142.263,137.906,142.576
Transportation Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuel Ethanol,1.553,1.403,1.553,1.503,1.553,1.503,1.553,1.553,1.503,1.553,1.503,1.553
Biodiesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,1.553,1.403,1.553,1.503,1.553,1.503,1.553,1.553,1.503,1.553,1.503,1.553
