,Jan 1984,Feb 1984,Mar 1984,Apr 1984,May 1984,Jun 1984,Jul 1984,Aug 1984,Sep 1984,Oct 1984,Nov 1984,Dec 1984
Industrial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,3.045,2.573,2.928,3.099,3.474,3.329,2.939,2.464,2.226,2.15,2.313,2.463
Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,142.21,133.036,142.21,137.623,142.21,137.623,142.21,142.21,137.623,142.21,137.623,142.21
Waste,17.242,16.13,17.242,16.686,17.242,16.686,17.242,17.242,16.686,17.242,16.686,17.242
Fuel Ethanol,0.044,0.041,0.044,0.043,0.044,0.043,0.044,0.044,0.043,0.044,0.043,0.044
Losses and Coproducts,2.978,2.786,2.978,2.882,2.978,2.882,2.978,2.978,2.882,2.978,2.882,2.978
Total,162.475,151.993,162.475,157.234,162.475,157.234,162.475,162.475,157.234,162.475,157.234,162.475
Total,165.52,154.566,165.404,160.332,165.949,160.562,165.414,164.939,159.459,164.625,159.547,164.938
Transportation Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuel Ethanol,3.495,3.27,3.495,3.382,3.495,3.382,3.495,3.495,3.382,3.495,3.382,3.495
Biodiesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,3.495,3.27,3.495,3.382,3.495,3.382,3.495,3.495,3.382,3.495,3.382,3.495
