,Jan 1983,Feb 1983,Mar 1983,Apr 1983,May 1983,Jun 1983,Jul 1983,Aug 1983,Sep 1983,Oct 1983,Nov 1983,Dec 1983
Industrial Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydroelectric Power,3.068,2.593,2.951,3.122,3.501,3.354,2.961,2.483,2.243,2.167,2.331,2.482
Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood,143.534,129.644,143.534,138.904,143.534,138.904,143.534,143.534,138.904,143.534,138.904,143.534
Waste,13.189,11.913,13.189,12.763,13.189,12.763,13.189,13.189,12.763,13.189,12.763,13.189
Fuel Ethanol,0.026,0.023,0.026,0.025,0.026,0.025,0.026,0.026,0.025,0.026,0.025,0.026
Losses and Coproducts,2.45,2.213,2.45,2.371,2.45,2.371,2.45,2.45,2.371,2.45,2.371,2.45
Total,159.199,143.792,159.199,154.063,159.199,154.063,159.199,159.199,154.063,159.199,154.063,159.199
Total,162.267,146.385,162.149,157.185,162.699,157.417,162.16,161.682,156.306,161.365,156.394,161.68
Transportation Sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuel Ethanol,2.864,2.587,2.864,2.772,2.864,2.772,2.864,2.864,2.772,2.864,2.772,2.864
Biodiesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,2.864,2.587,2.864,2.772,2.864,2.772,2.864,2.864,2.772,2.864,2.772,2.864
