,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,922.176,1008.227,1394.153,1596.052,1757.627,1793.232,1838.76,1761.748,1544.751,1391.381,1113.738,1024.609
Commercial,546.62,599.332,813.292,899.819,986.053,999.137,1032.089,988.762,890.419,785.704,624.399,590.534
Industrial,145.909,154.437,220.041,239.868,266.067,267.304,276.109,267.547,245.349,223.324,176.257,158.584
Total,1614.706,1761.995,2427.485,2735.739,3009.746,3059.673,3146.957,3018.057,2680.519,2400.409,1914.395,1773.726
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,28.339,35.479,45.014,56.935,65.478,80.933,68.205,70.439,66.456,50.126,34.356,27.7
Industrial,4.488,5.423,6.854,8.312,8.995,10.61,9.408,10.788,9.686,7.766,5.606,4.43
Electric Power,3374.642,4072.163,5151.09,6183.497,6995.399,7712.086,6860.705,6899.564,6392.994,5165.403,3918.226,3156.087
Total,3407.469,4113.065,5202.958,6248.744,7069.873,7803.629,6938.319,6980.792,6469.136,5223.295,3958.189,3188.217
Total,5022.175,5875.061,7630.443,8984.483,10079.618,10863.302,10085.276,9998.849,9149.655,7623.703,5872.583,4961.943
