,Jan 2006,Feb 2006,Mar 2006,Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,9.575,10.321,14.221,15.674,17.303,17.459,18.328,18.138,16.543,15.077,12.368,11.74
Commercial,14.389,15.511,21.372,23.555,26.003,26.238,27.544,27.258,24.861,22.658,18.586,17.642
Industrial,3.186,3.435,4.733,5.216,5.758,5.81,6.099,6.036,5.505,5.017,4.116,3.907
Total,27.151,29.267,40.326,44.445,49.065,49.507,51.971,51.431,46.909,42.753,35.069,33.289
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,12.935,19.533,33.404,52.074,70.735,69.702,61.656,82.993,53.99,32.283,15.686,2.713
Total,12.935,19.533,33.404,52.074,70.735,69.702,61.656,82.993,53.99,32.283,15.686,2.713
Total,40.086,48.8,73.729,96.519,119.8,119.209,113.627,134.425,100.899,75.036,50.756,36.002
