,Jan 2004,Feb 2004,Mar 2004,Apr 2004,May 2004,Jun 2004,Jul 2004,Aug 2004,Sep 2004,Oct 2004,Nov 2004,Dec 2004
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,4.376,4.717,6.5,7.164,7.908,7.979,8.377,8.29,7.561,6.891,5.652,5.365
Commercial,6.576,7.089,9.768,10.765,11.884,11.992,12.588,12.458,11.362,10.356,8.494,8.063
Industrial,1.456,1.57,2.163,2.384,2.632,2.655,2.788,2.759,2.516,2.293,1.881,1.785
Total,12.409,13.376,18.43,20.313,22.424,22.626,23.753,23.506,21.439,19.539,16.028,15.214
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,12.61,10.862,52.929,56.902,81.776,87.876,82.103,72.846,60.632,33.521,15.342,7.758
Total,12.61,10.862,52.929,56.902,81.776,87.876,82.103,72.846,60.632,33.521,15.342,7.758
Total,25.019,24.238,71.36,77.215,104.2,110.502,105.855,96.352,82.071,53.061,31.369,22.972
