,Jan 1999,Feb 1999,Mar 1999,Apr 1999,May 1999,Jun 1999,Jul 1999,Aug 1999,Sep 1999,Oct 1999,Nov 1999,Dec 1999
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,1.861,2.006,2.764,3.046,3.363,3.393,3.562,3.525,3.215,2.93,2.404,2.282
Commercial,2.797,3.015,4.154,4.578,5.054,5.1,5.353,5.298,4.832,4.404,3.612,3.429
Industrial,0.619,0.668,0.92,1.014,1.119,1.129,1.185,1.173,1.07,0.975,0.8,0.759
Total,5.277,5.688,7.838,8.638,9.536,9.622,10.101,9.996,9.117,8.309,6.816,6.47
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,7.667,14.029,38.334,54.81,63.292,66.065,66.555,54.647,38.008,48.611,25.121,17.944
Total,7.667,14.029,38.334,54.81,63.292,66.065,66.555,54.647,38.008,48.611,25.121,17.944
Total,12.944,19.717,46.172,63.448,72.828,75.687,76.656,64.643,47.125,56.92,31.937,24.414
