,Jan 2005,Feb 2005,Mar 2005,Apr 2005,May 2005,Jun 2005,Jul 2005,Aug 2005,Sep 2005,Oct 2005,Nov 2005,Dec 2005
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,6.565,7.077,9.751,10.747,11.864,11.971,12.567,12.436,11.343,10.338,8.48,8.049
Commercial,9.866,10.635,14.653,16.15,17.829,17.99,18.885,18.689,17.046,15.535,12.743,12.096
Industrial,2.185,2.355,3.245,3.576,3.948,3.984,4.182,4.138,3.775,3.44,2.822,2.679
Total,18.616,20.067,27.649,30.473,33.641,33.944,35.634,35.264,32.163,29.313,24.045,22.824
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,8.668,13.082,38.157,58.263,81.153,88.476,72.329,75.845,61.108,37.665,12.755,2.793
Total,8.668,13.082,38.157,58.263,81.153,88.476,72.329,75.845,61.108,37.665,12.755,2.793
Total,27.283,33.148,65.806,88.736,114.794,122.42,107.963,111.109,93.271,66.978,36.8,25.618
