,Jan 2000,Feb 2000,Mar 2000,Apr 2000,May 2000,Jun 2000,Jul 2000,Aug 2000,Sep 2000,Oct 2000,Nov 2000,Dec 2000
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,2.111,2.276,3.135,3.456,3.815,3.849,4.041,3.999,3.647,3.324,2.727,2.588
Commercial,3.172,3.42,4.712,5.193,5.733,5.785,6.073,6.01,5.481,4.995,4.098,3.89
Industrial,0.703,0.757,1.043,1.15,1.27,1.281,1.345,1.331,1.214,1.106,0.907,0.861
Total,5.986,6.453,8.891,9.799,10.817,10.915,11.458,11.339,10.342,9.426,7.732,7.339
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,9.119,21.147,27.356,36.862,54.712,58.204,82.456,66.352,61.696,40.161,19.983,15.327
Total,9.119,21.147,27.356,36.862,54.712,58.204,82.456,66.352,61.696,40.161,19.983,15.327
Total,15.105,27.6,36.246,46.661,65.529,69.119,93.914,77.692,72.038,49.586,27.715,22.666
