,Jan 1990,Feb 1990,Mar 1990,Apr 1990,May 1990,Jun 1990,Jul 1990,Aug 1990,Sep 1990,Oct 1990,Nov 1990,Dec 1990
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,0.638,0.687,0.947,1.044,1.152,1.163,1.221,1.208,1.102,1.004,0.824,0.782
Commercial,0.958,1.033,1.423,1.569,1.732,1.748,1.835,1.815,1.656,1.509,1.238,1.175
Industrial,0.212,0.229,0.315,0.347,0.384,0.387,0.406,0.402,0.367,0.334,0.274,0.26
Total,1.808,1.949,2.686,2.96,3.268,3.297,3.462,3.426,3.124,2.848,2.336,2.217
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,14.995,17.994,25.492,27.741,46.636,37.938,46.636,48.885,31.34,33.74,16.345,19.344
Total,14.995,17.994,25.492,27.741,46.636,37.938,46.636,48.885,31.34,33.74,16.345,19.344
Total,16.804,19.944,28.178,30.702,49.904,41.236,50.097,52.311,34.465,36.587,18.681,21.561
