,Jan 1998,Feb 1998,Mar 1998,Apr 1998,May 1998,Jun 1998,Jul 1998,Aug 1998,Sep 1998,Oct 1998,Nov 1998,Dec 1998
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,1.6,1.724,2.376,2.619,2.891,2.917,3.062,3.03,2.764,2.519,2.066,1.961
Commercial,2.404,2.591,3.571,3.935,4.344,4.383,4.602,4.554,4.153,3.785,3.105,2.947
Industrial,0.532,0.574,0.791,0.871,0.962,0.971,1.019,1.008,0.92,0.838,0.688,0.653
Total,4.536,4.89,6.737,7.425,8.197,8.271,8.683,8.592,7.837,7.143,5.859,5.561
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,8.78,6.785,49.888,55.476,37.715,66.85,81.018,72.837,51.884,37.516,20.155,13.57
Total,8.78,6.785,49.888,55.476,37.715,66.85,81.018,72.837,51.884,37.516,20.155,13.57
Total,13.316,11.674,56.625,62.901,45.913,75.121,89.701,81.429,59.721,44.658,26.014,19.131
