,Jan 2007,Feb 2007,Mar 2007,Apr 2007,May 2007,Jun 2007,Jul 2007,Aug 2007,Sep 2007,Oct 2007,Nov 2007,Dec 2007
Distributed Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,13.519,14.572,20.078,22.129,24.43,24.65,25.877,25.608,23.356,21.287,17.461,16.575
Commercial,20.316,21.899,30.174,33.256,36.713,37.044,38.888,38.484,35.1,31.99,26.241,24.908
Industrial,4.499,4.849,6.682,7.364,8.13,8.203,8.611,8.522,7.772,7.084,5.811,5.516
Total,38.333,41.321,56.934,62.749,69.272,69.896,73.376,72.614,66.228,60.36,49.513,46.999
Utility-Scale Solar Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,12.842,19.244,48.488,54.464,84.192,84.458,85.793,75.163,68.212,49.233,24.302,5.402
Total,12.842,19.244,48.488,54.464,84.192,84.458,85.793,75.163,68.212,49.233,24.302,5.402
Total,50.931,60.303,105.059,116.814,153.023,153.91,158.702,147.315,134.019,109.209,73.499,52.101
