,Jan 1996,Feb 1996,Mar 1996,Apr 1996,May 1996,Jun 1996,Jul 1996,Aug 1996,Sep 1996,Oct 1996,Nov 1996,Dec 1996
Distributed Solar Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,3.416,3.683,5.074,5.592,6.174,6.229,6.539,6.471,5.902,5.379,4.413,4.189
Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,0.013,0.014,0.019,0.021,0.024,0.024,0.025,0.025,0.023,0.021,0.017,0.016
Commercial,0.02,0.021,0.029,0.032,0.035,0.036,0.038,0.037,0.034,0.031,0.025,0.024
Industrial,0.004,0.005,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.007,0.006,0.005
Total,0.037,0.04,0.055,0.061,0.067,0.068,0.071,0.07,0.064,0.058,0.048,0.045
Total,3.453,3.722,5.129,5.653,6.24,6.297,6.61,6.541,5.966,5.438,4.46,4.234
Utility-Scale Solar Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,0.134,0.197,0.612,0.769,0.886,0.944,0.736,0.33,0.104,0.293,0.206,0.179
Total,0.134,0.197,0.612,0.769,0.886,0.944,0.736,0.33,0.104,0.293,0.206,0.179
Total,3.588,3.92,5.741,6.421,7.126,7.241,7.346,6.871,6.07,5.73,4.666,4.412
