,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995
Distributed Solar Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,3.387,3.651,5.03,5.544,6.12,6.175,6.483,6.415,5.851,5.333,4.374,4.152
Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Residential,0.011,0.012,0.017,0.019,0.02,0.021,0.022,0.021,0.02,0.018,0.015,0.014
Commercial,0.017,0.018,0.025,0.028,0.031,0.031,0.033,0.032,0.029,0.027,0.022,0.021
Industrial,0.004,0.004,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.006,0.005,0.005
Total,0.032,0.035,0.048,0.053,0.058,0.059,0.062,0.061,0.056,0.051,0.042,0.039
Total,3.419,3.685,5.078,5.596,6.178,6.234,6.544,6.476,5.907,5.383,4.416,4.192
Utility-Scale Solar Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Power,0.054,0.093,0.182,0.528,0.701,0.839,0.748,0.725,0.539,0.371,0.26,0.084
Total,0.054,0.093,0.182,0.528,0.701,0.839,0.748,0.725,0.539,0.371,0.26,0.084
Total,3.473,3.778,5.26,6.125,6.879,7.073,7.293,7.201,6.445,5.754,4.675,4.276
